"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Seattle city, Washington","S0802_C02_014",0.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Seattle city, Washington","S0802_C02_015",12.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Seattle city, Washington","S0802_C02_016",NA,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Seattle city, Washington","S0802_C02_017",2.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Seattle city, Washington","S0802_C02_018",5.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Seattle city, Washington","S0802_C02_019",7.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Seattle city, Washington","S0802_C02_020",68.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Seattle city, Washington","S0802_C02_021",82.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Seattle city, Washington","S0802_C02_022",17.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Seattle city, Washington","S0802_C02_023",10.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Seattle city, Washington","S0802_C02_024",7.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Seattle city, Washington","S0802_C02_025",17.9,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Seattle city, Washington","S0802_C02_026",11.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Seattle city, Washington","S0802_C02_027",6.5,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Seattle city, Washington","S0802_C02_028",197216,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Seattle city, Washington","S0802_C02_029",5,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Seattle city, Washington","S0802_C02_030",3.2,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Seattle city, Washington","S0802_C02_031",7,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Seattle city, Washington","S0802_C02_032",9,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Seattle city, Washington","S0802_C02_033",14.8,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Seattle city, Washington","S0802_C02_034",13,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Seattle city, Washington","S0802_C02_035",6.3,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Seattle city, Washington","S0802_C02_036",41.8,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Seattle city, Washington","S0802_C02_037",61624,2018,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Seattle city, Washington","S0802_C02_038",196741,2018,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Seattle city, Washington","S0802_C02_039",3.1,2018,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_040",2.1,2018,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_041",94.8,2018,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
"Seattle city, Washington","S0802_C02_042",197216,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C02_043",59.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Management, business, science, and arts occupations",NA
"Seattle city, Washington","S0802_C02_044",12.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Service occupations",NA
"Seattle city, Washington","S0802_C02_045",17.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Sales and office occupations",NA
"Seattle city, Washington","S0802_C02_046",4.7,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Natural resources, construction, and maintenance occupations",NA
"Seattle city, Washington","S0802_C02_047",6.1,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Production, transportation, and material moving occupations",NA
"Seattle city, Washington","S0802_C02_048",0.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Military specific occupations",NA
"Seattle city, Washington","S0802_C02_049",0.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Agriculture, forestry, fishing and hunting, and mining",NA
"Seattle city, Washington","S0802_C02_050",5.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Construction",NA
"Seattle city, Washington","S0802_C02_051",9.1,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Manufacturing",NA
"Seattle city, Washington","S0802_C02_052",2.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Wholesale trade",NA
"Seattle city, Washington","S0802_C02_053",11,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Retail trade",NA
"Seattle city, Washington","S0802_C02_054",3.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Transportation and warehousing, and utilities",NA
"Seattle city, Washington","S0802_C02_055",8.9,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Information and finance and insurance, and real estate and rental and leasing",NA
"Seattle city, Washington","S0802_C02_056",18.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Professional, scientific, management, and administrative and waste management services",NA
"Seattle city, Washington","S0802_C02_057",24.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Educational services, and health care and social assistance",NA
"Seattle city, Washington","S0802_C02_058",9.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Arts, entertainment, and recreation, and accommodation and food services",NA
"Seattle city, Washington","S0802_C02_059",4.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Other services (except public administration)",NA
"Seattle city, Washington","S0802_C02_060",2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Public administration",NA
"Seattle city, Washington","S0802_C02_061",0.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Armed forces",NA
"Seattle city, Washington","S0802_C02_062",83.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Private wage and salary workers",NA
"Seattle city, Washington","S0802_C02_063",11.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Seattle city, Washington","S0802_C02_064",5.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Seattle city, Washington","S0802_C02_065",0.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Seattle city, Washington","S0802_C02_066",99.7,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Seattle city, Washington","S0802_C02_067",92.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Seattle city, Washington","S0802_C02_068",6.9,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Seattle city, Washington","S0802_C02_069",0.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Seattle city, Washington","S0802_C02_070",197216,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home",NA,NA,NA
"Seattle city, Washington","S0802_C02_071",2.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Seattle city, Washington","S0802_C02_072",2.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Seattle city, Washington","S0802_C02_073",3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Seattle city, Washington","S0802_C02_074",6.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Seattle city, Washington","S0802_C02_075",8.9,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Seattle city, Washington","S0802_C02_076",13.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Seattle city, Washington","S0802_C02_077",13.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Seattle city, Washington","S0802_C02_078",15.5,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Seattle city, Washington","S0802_C02_079",8.5,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Seattle city, Washington","S0802_C02_080",25.9,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Seattle city, Washington","S0802_C02_081",6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Seattle city, Washington","S0802_C02_082",9.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Seattle city, Washington","S0802_C02_083",15,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Seattle city, Washington","S0802_C02_084",17.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Seattle city, Washington","S0802_C02_085",10.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Seattle city, Washington","S0802_C02_086",19.1,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Seattle city, Washington","S0802_C02_087",9.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Seattle city, Washington","S0802_C02_088",8.6,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Seattle city, Washington","S0802_C02_089",4.7,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Seattle city, Washington","S0802_C02_090",26.4,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Seattle city, Washington","S0802_C02_091",196734,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households",NA,NA,NA
"Seattle city, Washington","S0802_C02_092",54,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Seattle city, Washington","S0802_C02_093",46,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Seattle city, Washington","S0802_C02_094",1.3,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Seattle city, Washington","S0802_C02_095",31.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Seattle city, Washington","S0802_C02_096",41.8,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Seattle city, Washington","S0802_C02_097",25.2,2018,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Seattle city, Washington","S0802_C02_098",NA,2018,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Seattle city, Washington","S0802_C02_099",NA,2018,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Seattle city, Washington","S0802_C02_100",NA,2018,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Travel time to work",NA,NA
"Seattle city, Washington","S0802_C02_101",NA,2018,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Vehicles available",NA,NA
"Seattle city, Washington","S0802_C03_001",30791,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C03_002",2.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","16 to 19 years",NA
"Seattle city, Washington","S0802_C03_003",6.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","20 to 24 years",NA
"Seattle city, Washington","S0802_C03_004",56.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","25 to 44 years",NA
"Seattle city, Washington","S0802_C03_005",20.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","45 to 54 years",NA
"Seattle city, Washington","S0802_C03_006",6.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","55 to 59 years",NA
"Seattle city, Washington","S0802_C03_007",8.3,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","60 years and over",NA
"Seattle city, Washington","S0802_C03_008",38,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","Median age (years)",NA
"Seattle city, Washington","S0802_C03_009",46.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Male",NA
"Seattle city, Washington","S0802_C03_010",53.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Female",NA
"Seattle city, Washington","S0802_C03_011",NA,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Seattle city, Washington","S0802_C03_012",58.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Seattle city, Washington","S0802_C03_013",7.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Seattle city, Washington","S0802_C03_014",0.9,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Seattle city, Washington","S0802_C03_015",25.3,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Seattle city, Washington","S0802_C03_016",NA,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Seattle city, Washington","S0802_C03_017",5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Seattle city, Washington","S0802_C03_018",3,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Seattle city, Washington","S0802_C03_019",10.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Seattle city, Washington","S0802_C03_020",53.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Seattle city, Washington","S0802_C03_021",66.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Seattle city, Washington","S0802_C03_022",33.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Seattle city, Washington","S0802_C03_023",17,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Seattle city, Washington","S0802_C03_024",16.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Seattle city, Washington","S0802_C03_025",34.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Seattle city, Washington","S0802_C03_026",20.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Seattle city, Washington","S0802_C03_027",14,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Seattle city, Washington","S0802_C03_028",30791,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Seattle city, Washington","S0802_C03_029",5.5,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Seattle city, Washington","S0802_C03_030",5.6,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Seattle city, Washington","S0802_C03_031",8.7,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Seattle city, Washington","S0802_C03_032",9.2,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Seattle city, Washington","S0802_C03_033",16.2,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Seattle city, Washington","S0802_C03_034",11.3,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Seattle city, Washington","S0802_C03_035",7.1,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Seattle city, Washington","S0802_C03_036",36.3,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Seattle city, Washington","S0802_C03_037",52402,2018,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Seattle city, Washington","S0802_C03_038",30633,2018,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Seattle city, Washington","S0802_C03_039",5.3,2018,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Seattle city, Washington","S0802_C03_040",1.5,2018,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Seattle city, Washington","S0802_C03_041",93.3,2018,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
"Seattle city, Washington","S0802_C03_042",30791,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C03_043",57.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Management, business, science, and arts occupations",NA
"Seattle city, Washington","S0802_C03_044",17.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Service occupations",NA
"Seattle city, Washington","S0802_C03_045",16.7,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Sales and office occupations",NA
"Seattle city, Washington","S0802_C03_046",2.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Natural resources, construction, and maintenance occupations",NA
"Seattle city, Washington","S0802_C03_047",6.3,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Production, transportation, and material moving occupations",NA
"Seattle city, Washington","S0802_C03_048",0,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","OCCUPATION","Military specific occupations",NA
"Seattle city, Washington","S0802_C03_049",0.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Agriculture, forestry, fishing and hunting, and mining",NA
"Seattle city, Washington","S0802_C03_050",3.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Construction",NA
"Seattle city, Washington","S0802_C03_051",7.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Manufacturing",NA
"Seattle city, Washington","S0802_C03_052",1.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Wholesale trade",NA
"Seattle city, Washington","S0802_C03_053",10.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Retail trade",NA
"Seattle city, Washington","S0802_C03_054",2.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Transportation and warehousing, and utilities",NA
"Seattle city, Washington","S0802_C03_055",6.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Information and finance and insurance, and real estate and rental and leasing",NA
"Seattle city, Washington","S0802_C03_056",21.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Professional, scientific, management, and administrative and waste management services",NA
"Seattle city, Washington","S0802_C03_057",24,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Educational services, and health care and social assistance",NA
"Seattle city, Washington","S0802_C03_058",11.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Arts, entertainment, and recreation, and accommodation and food services",NA
"Seattle city, Washington","S0802_C03_059",7.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Other services (except public administration)",NA
